product_id,product_name,catergory,original_price,actual_price,discounted_price,price_tier,rating,rating_count,total_ratings,is_discounted,rating_category,user_id,review_id,review_content,review_word_count
B09H39KTTB,Remote Compatible for Samsung LED/LCD Remote Control Works with Samsung LED/LCD TV by Trend Trail,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls","$1,160.47 ", $499.00 , $213.00 ,Budget,3.7,246,910.2,Yes,Negative,"Amazon Customer,Harish Devarahatti,Vids,Nachiket doshi,Mani,Vikas Dashpute,Amazon Customer,Hidam rosan singh",,,443
B08DCVRW98,SoniVision SA-D10 SA-D100 SA-D40 Home Theater Systems Remote Compatible with Sony RM-ANU156,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls","$1,188.10 ", $499.00 , $209.00 ,Budget,4,479,1916,Yes,Postive,"ravindra,Thrinath,PD,Prashant,Amazon Customer,Amazon Customer,Dinesh K.,Vijaya Kumar Rasala",,,628
B0718ZN31Q,Rts™ High Speed 3D Full HD 1080p Support (10 Meters) HDMI Male to HDMI Male Cable TV Lead 1.4V for All Hdmi Devices- Black (10M - 30 FEET),"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables","$41,658.33 "," $4,999.00 ", $598.00 ,Premium,4.2,910,3822,Yes,Postive,"Rohit aggarwal,anbu,Vijay,Nagoju Raghu kumar,pankaj,suraj,Sandeep Kumar,Uma K",,,364
B0162LYSFS,"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Metallic Silver)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$3,802.17 "," $1,749.00 ", $799.00 ,Midrange,4.1,5626,23066.6,Yes,Postive,"Harihara,Manish Singh,parmar k.,sibi kumar,MANOJKUMAR PATIL,Placeholder,Abhinave,Baljindersandhu",,,175
B07PFJ5VQD,Agaro Blaze USBA to micro +Type C 2in1 Braided 1.2M Cable,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$2,203.70 ", $595.00 , $159.00 ,Midrange,4.3,14184,60991.2,Yes,Postive,"Anubhab,Himanshu Yogi,Amit,Chandra sekhar sahoo,ArdKn,Devesh,Yasoob Rizvi,Abeendranath K.",,,571
B01J8S6X2I,AmazonBasics 6 Feet DisplayPort to DisplayPort Cable - (Not HDMI Cable) (Gold),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|DVICables,"$2,444.44 "," $1,100.00 ", $499.00 ,Midrange,4.4,25177,110778.8,Yes,Postive,"sanjay,Hari R.,rohit,Samrat Mandal,Abhishek K.,Awesomecritic,Ankur singh,Jayesh chavan",,,1725
B09MJ77786,MI 108 cm (43 inches) 5X Series 4K Ultra HD LED Smart Android TV L43M6-ES (Grey),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","$78,123.44 "," $49,999.00 "," $31,999.00 ",Premium,4.3,21252,91383.6,Yes,Postive,"Amazon Customer,Rampratap singh,Arjun vaidya,Apurav,MAHESH KANCHARANA,Val Coutinho,Pravin Bhati,Nagaraj",,,1188
B09NNGHG22,Sansui 140cm (55 inches) 4K Ultra HD Certified Android LED TV with Dolby Audio & Dolby Vision JSW55ASUHD (Mystique Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","$97,913.79 "," $56,790.00 "," $32,990.00 ",Premium,4.3,567,2438.1,Yes,Postive,"Prat JD,vishnu,Ankur Mitra,Marilinga Bk,Premkumar,Harry,P D.,Sivaji Kodali",,,1255
B07V5YF4ND,LOHAYA LCD/LED Remote Compatible for Sony Bravia Smart LCD LED UHD OLED QLED 4K Ultra HD TV Remote Control with YouTube & Netflix Function [ Compatible for Sony Tv Remote Control ],"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls","$4,796.00 "," $1,199.00 ", $299.00 ,Midrange,3.5,466,1631,Yes,Negative,"Rakesh Reddy,Gururaj Kulkarni,Neetiraj,Viswa  Kiran Kathi,Vijay Kumar Saini,Beena Rawath,vishal goel,Reema Borborah",,,291
B0B65P827P,"Zebronics CU3100V Fast charging Type C cable with QC 18W support, 3A max capacity, 1 meter braided cable, Data transfer and Superior durability (Braided Black )",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$2,386.96 ", $549.00 , $128.31 ,Midrange,3.9,61,237.9,Yes,Negative,"samarth shukla,Sanjeev Kumar,Gigi,G RAJAN,Srinu Jonnada,Ezaz Ashraf,Subhasisha B.,sudhansu sekhar khandai",,,440
B084MZYBTV,"Belkin USB C to USB-C Fast Charging Type C Cable, 60W PD, 3.3 feet (1 meter) for Laptop, Personal Computer, Tablet, Smartphone - White, USB-IF Certified",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$1,195.77 ", $849.00 , $599.00 ,Midrange,4.5,474,2133,Yes,Postive,"Manoj  kumar,johnny prince,Raja,Amazon Customer,Anand Kumar Singh,Girish,Sonal,AmazonCustomer",,,726
B097ZQTDVZ,7SEVEN® TCL Remote Control Smart TV RC802V Remote Compatible for TCL TV Remote Original 55EP680 40A325 49S6500 55P8S 55P8 50P8 65P8 40S6500 43S6500FS 49S6800FS 49S6800 49S6510FS(Without Voice Function/Google Assistant and Non-Bluetooth remote),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls","$2,043.18 ", $899.00 , $399.00 ,Midrange,3.4,431,1465.4,Yes,Negative,"umakanth,Sagar Ranpise,Martin Gibson Karkada,Rashid Raza,Karthi R,Mahadev Kolekar,sairam,Pras G",,,1088
B0B5F3YZY4,"Wayona 3in1 Nylon Braided 66W USB Fast Charging Cable with Type C, Lightening and Micro USB Port, Compatible with iPhone, iPad, Samsung Galaxy, OnePlus, Mi, Oppo, Vivo, iQOO, Xiaomi (1M, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$2,680.49 "," $1,099.00 ", $449.00 ,Midrange,4,242,968,Yes,Postive,"saidheeraj ravipati,Ayyappareddy,Tirtha Das,Imran,Amazon Customer,MAINAK,Neeraj Andhavarapu,Amazon Customer",,,1644
B09G5TSGXV,"Hi-Mobiler iPhone Charger Lightning Cable,2 Pack Apple MFi Certified USB iPhone Fast Chargering Cord,Data Sync Transfer for 13/12/11 Pro Max Xs X XR 8 7 6 5 5s iPad iPod More Model Cell Phone Cables",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$2,496.88 ", $799.00 , $254.00 ,Midrange,4,2905,11620,Yes,Postive,"Ankita Thakur,Customer,Priyanka,varun sharma,Tushar Agarwal,sulabh sharma,Amazon Customer,Laxmi Foods",,,660
B006LW0WDQ,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,"Electronics|HomeTheater,TV&Video|Accessories|Cables|SpeakerCables","$1,590.00 ", $795.00 , $399.00 ,Midrange,4.4,12091,53200.4,Yes,Postive,"HaRshal Kapote,Chaitanya,Prachi Jha,sanjeeth,manish kataria,San Note,jereenalex,Karthik",,,2072
B09YLX91QR,"Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACT - AZ10, White)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,$886.67 , $399.00 , $179.00 ,Budget,4,1423,5692,Yes,Postive,"Actual user,Shanti lal Gurjar,Gowthami,Amrut K.,chetan tandel,Mwnzil brahma,Amazon Customer,Karthik",,,317
B081FJWN52,"Wayona Usb Type C To Usb Nylon Braided Quick Charger Fast Charging Short Cable For Smartphone (Samsung Galaxy S21/S20/S10/S9/S9+/Note 9/S8/Note 8, Lg G7 G5 G6, Moto G6 G7) (0.25M,Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$2,938.24 ", $999.00 , $339.00 ,Midrange,4.3,6255,26896.5,Yes,Postive,"SMG,Rohit,roy,Sukumar Ballavolu,Jeeva,Sirajdurvesh,Adhikundhan,Manjit Kaur",,,2862
B0758F7KK7,"Caprigo Heavy Duty TV Wall Mount Bracket for 14 to 32 Inch LED/HD/Smart TV’s, Universal Fixed TV Wall Mount Stand (M452)","Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts","$2,497.50 ", $999.00 , $399.00 ,Midrange,4,1236,4944,Yes,Postive,"Jayraj Datta,sachin kumar,Pranjal M.,Anil Ramteke,Abhishek Katoch,Rajesh M.,Ram Prakash Soni,Shariq Shaikh",,,927
B09L835C3V,"Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)","Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",$798.00 , $399.00 , $199.00 ,Budget,4.2,1335,5607,Yes,Postive,"Princey,Subodh Gupta,Amazon Customer,Ram Sarikh,A R,SUMEDH RANVIR,ankit dalal,Subramanyam",,,546
B098TV3L96,Electvision Remote Control for led Smart tv Compatible with VU Smart Led (Without Voice),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls","$11,758.82 "," $1,999.00 ", $349.00 ,Midrange,3.8,197,748.6,Yes,Negative,"Chandu,Satyaganesh,Srihari,Amazon Customer,Krish,Venkat Ranga,Sintu,Vinay V",,,554
B08NCKT9FG,Boat A 350 Type C Cable 1.5m(Jet Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$2,156.76 ", $798.00 , $299.00 ,Midrange,4.4,28791,126680.4,Yes,Postive,"?????????? ????????????,palpandia153,Arvind,Nithyadhakshina,Basha_Neerati,shaker,Amazon Customer,D Ravi",,,550
B0B4T6MR8N,"pTron Solero M241 2.4A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Micro USB Devices (White)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$7,272.73 ", $800.00 , $89.00 ,Midrange,3.9,1075,4192.5,Yes,Negative,"Placeholder,????PK??,Gauri salkar,aQeel,Ashish Raj Arora,Ankit,Amazon Customer,Ramamoorthy Jaykumar",,,469
B01GGKZ4NU,"AmazonBasics USB Type-C to USB Type-C 2.0 Cable for Charging Adapter, Smartphone - 9 Feet (2.7 Meters) - White",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$1,809.09 ", $995.00 , $549.00 ,Midrange,4.2,29746,124933.2,Yes,Postive,"harpreet,Y Kiran Korneli Reddy,Kadir,SP,Mr Sab.,Rupesh Singh,Abdul Maktedar,Anshita",,,639
B09BW2GP18,"Croma 3A Fast charge 1m Type-C to All Type-C Phones sync and charge cable, Made in India, 480Mbps Data transfer rate, Tested Durability with 8000+ bends (12 months warranty) - CRCMA0106sTC10, Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$7,692.31 "," $1,000.00 ", $129.00 ,Midrange,3.9,295,1150.5,Yes,Negative,"Aneesh See Yay,Narendra Choudhari,Amazon Customer,Vidit Gandhi,Tushar A Bhojwani,Kindle Customer,Amzino,Tahir Hussain",,,571
B09WN3SRC7,Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X74K (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",#VALUE!," 1,39,900 "," $77,990.00 ",Premium,4.7,5935,27894.5,Yes,Postive,"David P.,Dr. ATUL THAKUR,Shriniwas Patil,Tahir Ali,Harpreet,NB,Swamy,Arindam",,,3404
B09B125CFJ,7SEVEN® Compatible for Mi tv Remote Control Original Suitable with Smart Android 4K LED Non Voice Command Xiaomi Redmi Remote of 4A Model 32 43 55 65 inches,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls","$1,815.91 ", $799.00 , $349.00 ,Midrange,3.6,323,1162.8,Yes,Negative,"Rakesh Roshan Koul,Yogesh Gupta,Nitesh raj,Syed Ahmed,Shalem M.,Vijay Mane,ANIL SHARMA,Amaazon",,,893
B09RQRZW2X,7SEVEN® Compatible Vu Smart Tv Remote Control Suitable for Original 4K Android LED Ultra HD UHD Vu Tv Remote with Non Voice Feature without google assistant,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls","$1,605.36 ", $899.00 , $499.00 ,Midrange,3.7,185,684.5,Yes,Negative,"hema,Lalsangpuia masanga,Mudang Tajang,syed,Amazon Customer,Mahesh,Pratyaksha Singh,Bhaskar jemmi",,,473
B07924P3C5,Storite High Speed Micro USB 3.0 Cable A to Micro B for External & Desktop Hard Drives 45cm,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$2,159.46 ", $799.00 , $299.00 ,Midrange,4.2,2117,8891.4,Yes,Postive,"Tarun Gupta,Ann John,Venkannababu Naidu,Pratap Mistri,Stalin,Pranav,Krishma sadiwala,SOHAM JOARDAR",,,945
B08N1WL9XW,"FLiX (Beetel) 3in1 (Type C|Micro|Iphone Lightening) Textured Pattern 3A Fast Charging Cable with QC & PD Support for Type C,Micro USB & Lightning Iphone Cable,Made in India,1.5 Meter Long Cable(T101)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$1,996.67 ", $599.00 , $182.00 ,Midrange,4,9378,37512,Yes,Postive,"$@|\|TO$|-|,Sethu madhav,Akash Thakur,Burger Planet,Justice ??,indrajyoti d.,Aditya Kumar,E.C.GEORGE",,,529
B07VVXJ2P5,SVM Products Unbreakable Set Top Box Stand with Dual Remote Holder (Black),"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts","$1,662.50 ", $399.00 , $96.00 ,Budget,3.6,1796,6465.6,Yes,Negative,"Samadhan patil,ARUN,govind,kishor Wankhade,Rawal Singh Bhati,Naryain,Renuka,Shim",,,462
B0BC8BQ432,VU 164 cm (65 inches) The GloLED Series 4K Smart LED Google TV 65GloLED (Grey),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","$130,769.23 "," $85,000.00 "," $54,990.00 ",Premium,4.3,3587,15424.1,Yes,Postive,"UtdBuzz,Mukund Nagvenkar,S.R K.,Pruthvi Raj Goud",,,2545
B06XFTHCNY,"CableCreation RCA to 3.5mm Male Audio Cable, 3.5mm to 2RCA Cable Male RCA Cable,Y Splitter Stereo Jack Cable for Home Theater,Subwoofer, Receiver, Speakers and More (3Feet/0.9Meter,Black)","Electronics|HomeTheater,TV&Video|Accessories|Cables|RCACables","$1,306.90 ", $758.00 , $439.00 ,Midrange,4.2,4296,18043.2,Yes,Postive,"Arun Rajappa,Ashish Singh,Venky Iyer,Tushar Goel,Uday Vasant Gosavi,Venkatasubramanya Narayana,Samuel Abhishek,Dr M.",,,697
B08CT62BM1,"Wayona USB Type C Fast Charging Cable Charger Cord 3A QC 3.0 Data Cable Compatible with Samsung Galaxy S10e S10 S9 S8 S20 Plus, Note 10 9 8, M51 A40 A50 A70, Moto G7 G8 (1M, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$3,330.00 ", $999.00 , $299.00 ,Midrange,4.3,2651,11399.3,Yes,Postive,"Soumya R.,sivaramakrishnan c,shradha nair,Mohammed Rameezuddin,AR,Vivek,Riyas R.,Amazon Customer",,,1208
B07CRL2GY6,boAt Rugged V3 Braided Micro USB Cable (Pearl White),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$2,159.46 ", $799.00 , $299.00 ,Midrange,4.2,94363,396324.6,Yes,Postive,"Omkar dhale,JD,HEMALATHA,Ajwadh a.,amar singh chouhan,Ravi Siddan,Himanshu Goel,Udaykumar",,,443
B07DWFX9YS,"Amazon Basics USB A to Lightning PVC Molded Nylon MFi Certified Charging Cable (Black, 1.2 meter)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$5,125.64 "," $1,999.00 ", $789.00 ,Midrange,4.2,34540,145068,Yes,Postive,"DINESHWAR,rubhaganth,Gurinder Singh,Nathan,Clyde,shadkhans,K.S.Tanwar,Manish Malhotra",,,869
B01D5H90L4,AmazonBasics - High-Speed Male to Female HDMI Extension Cable - 6 Feet,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables","$1,627.91 ", $700.00 , $299.00 ,Midrange,4.4,8714,38341.6,Yes,Postive,"Vikas,Salil P.,PESI MEHTA,Dr.Sukhdev G. Punjabi,Satish Pasupuleti,Dr. N.,harry duggal,Nilesh",,,1423
B07F1P8KNV,"Wayona Nylon Braided Usb Type C 3Ft 1M 3A Fast Charger Cable For Samsung Galaxy S9 S8 (Wc3Cb1, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$3,663.33 "," $1,099.00 ", $325.00 ,Midrange,4.2,10576,44419.2,Yes,Postive,"Sunil Funde,Biju Abraham Thomas,Samir,Rahul Sharma,Avninder Singh,Tribhuvan more,N Patel,Bhavy kachhadiya",,,903
B084N1BM9L,"Belkin Apple Certified Lightning to USB Charge and Sync Tough Braided Cable for iPhone, iPad, Air Pods, 3.3 feet (1 meters) – Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$3,075.38 "," $1,999.00 "," $1,299.00 ",Midrange,4.4,7318,32199.2,Yes,Postive,"VM,Dilip,The Mango Couple,Jogendra,Shashi Kumar,Ryan,Kannan,Santhosh",,,771
B09F6D21BY,7SEVEN Compatible LG TV Remote Suitable for LG Non Magic Smart tv Remote Control (Mouse & Voice Non-Support) MR20GA Prime Video and Netflix Hotkeys,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls","$4,997.50 "," $1,999.00 ", $790.00 ,Midrange,3,103,309,Yes,Neutral,"Jarlina Nath,Sona,Ranjit Harchekar,Myneni Suneeta,prithvi,Srinivas,upender,Ishita Bhadana",,,523
B09LQQYNZQ,Realme Smart TV Stick 4K,Electronics|HomeAudio|MediaStreamingDevices|StreamingClients,"$4,699.00 "," $4,699.00 "," $4,699.00 ",Premium,4.5,224,1008,No,Postive,"Sayan Dutta,Harish,Saurabh Majumdar,Ajay Kumar Gupta",,,1533
B0BC9BW512,Acer 100 cm (40 inches) P Series Full HD Android Smart LED TV AR40AR2841FDFL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","$32,881.58 "," $24,990.00 "," $18,999.00 ",Premium,4.3,4702,20218.6,Yes,Postive,"Ayush,ROHIT A.,Kedar,Haran,Santosh Ghante,KRISHNENDU,Harindra,sangamesh",,,4918
B0B61HYR92,"Lapster usb 2.0 mantra cable, mantra mfs 100 data cable (black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$4,995.00 ", $999.00 , $199.00 ,Midrange,4.2,85,357,Yes,Postive,"Amit Singh,mahaboob basha,ponnada suresh,Naveen Ahamed,Pritam,Gurvarinder Gilhotra,Sibani sahu,Raviteja bachu",,,276
B075ZTJ9XR,"AmazonBasics High-Speed Braided HDMI Cable - 3 Feet - Supports Ethernet, 3D, 4K and Audio Return (Black)","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables","$1,585.37 ", $650.00 , $269.00 ,Midrange,4.4,35877,157858.8,Yes,Postive,"SUSHANT,SANJEEV,R. chatterjee,P.Krishna,Avi Rawal,Ashok S,Gagan Mahajan,Madan lal Mahto",,,492
B0978V2CP6,"Cubetek 3 in 1 LCD Display V5.0 Bluetooth Transmitter Receiver, Bypass Audio Adapter with Aux, Optical, Dual Link Support for TV, Home Stereo, PC, Headphones, Speakers, Model: CB-BT27","Electronics|HomeTheater,TV&Video|AVReceivers&Amplifiers","$4,843.75 "," $3,100.00 "," $1,990.00 ",Premium,4,897,3588,Yes,Postive,"meen rajan.,AV,Sreejith,SANDESH P TYAGI,cranky,Yash,Amogh h,contactarvi",,,3363
B09LRZYBH1,"KRISONS Thunder Speaker, Multimedia Home Theatre, Floor Standing Speaker, LED Display with Bluetooth, FM, USB, Micro SD Card, AUX Connectivity",Electronics|HomeAudio|Speakers|TowerSpeakers,"$7,015.79 "," $3,999.00 "," $2,299.00 ",Premium,3.8,282,1071.6,Yes,Negative,"Ajay Singh,sanahanrajkumar,Andy,Perfect Communication,Badru sarkar,ajoy,Ramesh,Abhishek Lad",,,572
B0B997FBZT,Acer 139 cm (55 inches) H Series 4K Ultra HD Android Smart LED TV AR55AR2851UDPRO (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","$69,430.56 "," $49,990.00 "," $35,999.00 ",Premium,4.3,1611,6927.3,Yes,Postive,"Moon Tej,Aditya sikarwar,P kanaka raju,Ajay,Pramod K.,Lalpi Sektak,RAM JI GUPTA,Siva",,,2266
B098LCVYPW,Dealfreez Case Compatible for Fire TV Stick 4K All Alexa Voice Remote Shockproof Silicone Anti-Lost Cover with Loop (C-Black),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls","$2,854.29 ", $999.00 , $349.00 ,Midrange,4.2,513,2154.6,Yes,Postive,"Rohit Bhatnagar,GLEN ROHAN,Arun B,Shankar Subbaraman,MD O.,GT,srbhkr,Prakash",,,541
B09HV71RL1,"Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14 Pro, 14 Pro Max, 14, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max, iPhone 12 Mini (2M, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$3,122.92 "," $1,499.00 ", $719.00 ,Midrange,4.1,1045,4284.5,Yes,Postive,"Kiran Kolla,Vishal gupta,Pranav,JS,Palak dadhich,8360101472,Pravin,Rahul M.",,,538
B08PZ6HZLT,VW 80 cm (32 inches) HD Ready Android Smart LED TV VW32PRO (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","$40,423.40 "," $18,999.00 "," $8,999.00 ",Premium,4,6347,25388,Yes,Postive,"Ahmad,punnoose wilson,Manoj Kumar,Somujit biswas,Manpreet Singh,Placeholder,Manoj,Neha khan",,,252
B075TJHWVC,Airtel Digital TV HD Set Top Box with 1 Month Basic Pack with Recording + Free Standard Installation,"Electronics|HomeTheater,TV&Video|SatelliteEquipment|SatelliteReceivers","$5,747.50 "," $2,299.00 ", $917.00 ,Premium,4.2,3300,13860,Yes,Postive,"Praburaj,Dipen Giri,Santhosh Badhavath,Amit Kumar,Parveen,Monu antil,Vishal,Harshal Gosavi",,,525
B09LV13JFB,LOHAYA Voice Assistant Remote Compatible for Airtel Xstream Set-Top Box Remote Control with Netflix Function (Black) (Non - Voice),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls","$2,497.50 ", $999.00 , $399.00 ,Midrange,3.3,23,75.9,Yes,Negative,"Amazon Customer,Amazon Customer,Akul,Akash Yadav,ambika",,,382
B092BL5DCX,Samsung 138 cm (55 inches) Crystal 4K Series Ultra HD Smart LED TV UA55AUE60AKLXL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","$105,909.09 "," $69,900.00 "," $45,999.00 ",Premium,4.3,7109,30568.7,Yes,Postive,"Binu,Sabjan,Ramkapil,User,Amazon Customer,ganesh,basavaraj huggi,Mangesh Borkar",,,4726
B09VH568H7,Amazon Brand - Solimo 3A Fast Charging Tough Type C USB Data Cable  – 1 Meter,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,$747.50 , $299.00 , $119.00 ,Budget,3.8,51,193.8,Yes,Negative,"Sachin Dsouza,Ashrith S,Sheetal Prasad,Vibhu,Bobby,Taj Mohammad,Sm,Mayank  Arora",,,295
B09HQSV46W,Mi 100 cm (40 inches) Horizon Edition Full HD Android LED TV 4A | L40M6-EI (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","$41,094.52 "," $29,999.00 "," $21,999.00 ",Premium,4.2,32840,137928,Yes,Postive,"Manoj maddheshiya,Manoj Kumar Sahoo,Saumil s.,Jean-Louis M.,Mahesh,syed azhar abbas,prabakaran,Sidhu",,,784
B08TZD7FQN,"Astigo Compatible Remote Control for Mi Smart LED 4A (43""/32"")","Electronics|HomeTheater,TV&Video|Accessories|RemoteControls","$1,198.00 ", $599.00 , $299.00 ,Midrange,3.7,708,2619.6,Yes,Negative,"Amazon Customer,Rahul Bansode,Anuj Jain,Tummala subhakara rao,Vishal Magadum,Rajesh Shetty,Purva,Deep shikha",,,656
B0B21XL94T,Toshiba 108 cm (43 inches) V Series Full HD Smart Android LED TV 43V35KP (Silver),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","$55,539.68 "," $34,990.00 "," $21,990.00 ",Premium,4.3,1657,7125.1,Yes,Postive,"Mahesh Janardhanan,Prakash,Mohammed Amer,Master Mohammad Farook,Soumyak Bhowmik,Govindan,Mr. Jamir,Anand Kumar",,,973
B09PTT8DZF,"Lenovo USB A to Type-C Tangle-free  Aramid fiber braided 1.2m cable with 4A Fast charging & 480 MBPS data transmission, certified 10000+ bend lifespan, Metallic Grey",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$1,080.65 ", $670.00 , $417.44 ,Midrange,3.9,523,2039.7,Yes,Negative,"Mohd Arshad,Yogesh Maini,YOGESH,Devaraj V,Sasikumar,Ankeet,Hemanta Das,satinder singh",,,359
B0B94JPY2N,"Amazon Brand - Solimo 65W Fast Charging Braided Type C to C Data Cable | Suitable For All Supported Mobile Phones (1 Meter, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$4,995.00 ", $999.00 , $199.00 ,Midrange,3,,0,Yes,Neutral,Pranav,,,446
B0B3XXSB1K,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7500PSF (Ceramic Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","$133,316.67 "," $79,990.00 "," $47,990.00 ",Premium,4.3,,0,Yes,Postive,"Raj Mohammed,Samson,Haroon sayeed,P Imran Khan,Manohar P,SRF Prashant,Akash Sharma,Sumesh",,,1462
B08RZ12GKR,Tata Sky Digital TV HD Setup Box Remote,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls","$1,160.47 ", $499.00 , $215.00 ,Budget,3.5,,0,Yes,Negative,"Rajni Gupta,Lakshmipati Hari,Sriranga Pudupakkam,radha krishnan,Nandan,Dr Laksheswar Bora,Laxmi Narayan,KONGA VIJAYA NAGARAJU",,,458
B0B4T8RSJ1,"pTron Solero T241 2.4A Type-C Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Smartphone, Type-C USB Devices (White)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$6,666.67 ", $800.00 , $99.00 ,Midrange,3.9,,0,Yes,Negative,"Placeholder,????PK??,Gauri salkar,aQeel,Ashish Raj Arora,Ankit,Amazon Customer,Ramamoorthy Jaykumar",,,493
B0B7B9V9QP,VU 108 cm (43 inches) Premium Series Full HD Smart LED TV 43GA (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","$64,814.81 "," $35,000.00 "," $18,999.00 ",Premium,4,,0,Yes,Postive,"Logaraj m,KIRAN KUMAR GUDLA,Sandeep Kumar,Jaydeep Shah,Nagendra,Sumit pandey,Harsh Bhatia,Sivakrishna",,,911
B08XXVXP3J,"Storite Super Speed USB 3.0 Male to Male Cable for Hard Drive Enclosures, Laptop Cooling Pad, DVD Players(60cm,Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$3,996.00 ", $999.00 , $249.00 ,Midrange,4.3,,0,Yes,Postive,"Shilpa M,Akash,Aman.MD,Manoj Yadav,Ashutosh,Patel,Saikrushna Dyaga,Amazon Customer",,,437
